date,day,campus,weather,count,meal,soup,main_dish,vegetarian,side_dishes,dessert,day_of_week,week_of_month,month,normalized_count,density
2024-06-26,wednesday,2,26.6,47,1,25,115,24,81,224,2,4,5,0.10129310344827586,Very Low
2024-06-27,thursday,2,25.78,52,1,26,16,18,39,26,3,4,5,0.11206896551724138,Very Low
2024-06-28,friday,2,25.98,48,1,12,1,40,12,115,4,4,5,0.10344827586206896,Very Low
2024-01-01,monday,4,15.12,163,1,44,0,5,68,239,0,0,0,0.9055555555555556,Very High
2024-01-02,tuesday,4,13.34,86,1,0,101,62,24,226,1,0,0,0.4777777777777778,High
2024-01-03,wednesday,4,14.79,171,1,18,70,72,91,228,2,0,0,0.95,Very High
2024-01-04,thursday,4,15.99,114,1,43,58,4,138,227,3,0,0,0.6333333333333333,Very High
2024-01-05,friday,4,15.52,84,1,32,4,1,116,44,4,0,0,0.4666666666666667,High
2024-01-06,saturday,4,15.56,3,1,29,19,10,7,327,5,0,0,0.016666666666666666,Very Low
2024-01-07,sunday,4,15.31,163,1,42,95,75,169,211,6,0,0,0.9055555555555556,Very High
2024-01-08,monday,4,14.91,135,1,26,25,29,102,138,0,1,0,0.75,Very High
2024-01-09,tuesday,4,5.07,125,1,2,16,43,7,272,1,1,0,0.6944444444444444,Very High
2024-01-10,wednesday,4,4.86,125,1,35,27,14,7,330,2,1,0,0.6944444444444444,Very High
2024-01-11,thursday,4,4.84,87,1,17,21,46,0,22,3,1,0,0.48333333333333334,High
2024-01-12,friday,4,4.82,88,1,47,48,74,125,85,4,1,0,0.4888888888888889,High
2024-01-13,saturday,4,3.79,84,1,20,64,66,144,107,5,1,0,0.4666666666666667,High
2024-01-14,sunday,4,6.42,49,1,12,58,4,160,282,6,1,0,0.2722222222222222,Medium
2024-01-15,monday,4,11.34,81,1,42,105,43,125,192,0,2,0,0.45,High
2024-01-16,tuesday,4,9.69,44,1,24,97,72,15,222,1,2,0,0.24444444444444444,Medium
2024-01-17,wednesday,4,12.16,41,1,44,25,50,166,280,2,2,0,0.22777777777777777,Low
2024-01-18,thursday,4,14.27,46,1,47,99,19,7,295,3,2,0,0.25555555555555554,Medium
2024-01-19,friday,4,17.31,45,1,21,38,18,125,1,4,2,0,0.25,Medium
2024-01-20,saturday,4,5.96,31,1,30,36,74,125,93,5,2,0,0.17222222222222222,Low
2024-01-21,sunday,4,6.76,35,1,35,113,62,134,239,6,2,0,0.19444444444444445,Low
2024-01-22,monday,4,6.42,39,1,41,76,45,7,132,0,3,0,0.21666666666666667,Low
2024-01-23,tuesday,4,7.69,22,1,3,43,31,38,250,1,3,0,0.12222222222222222,Low
2024-01-24,wednesday,4,6.39,19,1,42,31,48,72,238,2,3,0,0.10555555555555556,Very Low
2024-01-25,thursday,4,10.22,22,1,26,27,14,116,300,3,3,0,0.12222222222222222,Low
2024-01-26,friday,4,8.1,16,1,32,19,10,68,25,4,3,0,0.08888888888888889,Very Low
2024-01-27,saturday,4,9.1,17,1,3,48,62,76,22,5,3,0,0.09444444444444444,Very Low
2024-01-28,sunday,4,5.92,10,1,0,60,25,125,308,6,3,0,0.05555555555555555,Very Low
2024-01-29,monday,4,5.11,23,1,42,101,18,62,259,0,4,0,0.12777777777777777,Low
2024-01-30,tuesday,4,5.59,20,1,47,30,76,18,233,1,4,0,0.1111111111111111,Very Low
2024-01-31,wednesday,4,7.24,28,1,29,44,31,125,210,2,4,0,0.15555555555555556,Low
2024-02-05,monday,4,14.77,2,1,0,30,17,7,97,0,1,1,0.011111111111111112,Very Low
2024-02-06,tuesday,4,17.44,34,1,29,20,68,46,231,1,1,1,0.18888888888888888,Low
2024-02-07,wednesday,4,17.06,33,1,12,5,31,175,89,2,1,1,0.18333333333333332,Low
2024-02-08,thursday,4,17.6,38,1,2,35,42,102,217,3,1,1,0.2111111111111111,Low
2024-02-09,friday,4,16.56,55,1,37,3,18,7,2,4,1,1,0.3055555555555556,Medium
2024-02-10,saturday,4,17.19,44,1,32,18,66,7,313,5,1,1,0.24444444444444444,Medium
2024-02-11,sunday,4,17.6,83,1,14,101,72,125,219,6,1,1,0.46111111111111114,High
2024-02-12,monday,4,16.55,28,1,17,47,62,104,13,0,2,1,0.15555555555555556,Low
2024-02-13,tuesday,4,12.79,34,1,29,50,67,7,270,1,2,1,0.18888888888888888,Low
2024-02-14,wednesday,4,8.74,37,1,29,41,18,7,267,2,2,1,0.20555555555555555,Low
2024-02-15,thursday,4,6.94,59,1,16,10,44,68,183,3,2,1,0.3277777777777778,Medium
2024-02-16,friday,4,7.79,85,1,12,27,14,7,293,4,2,1,0.4722222222222222,High
2024-02-17,saturday,4,7.42,106,1,42,4,26,57,154,5,2,1,0.5888888888888889,Very High
2024-02-18,sunday,4,6.94,95,1,18,30,17,116,150,6,2,1,0.5277777777777778,High
2024-02-19,monday,4,7.76,53,1,0,70,67,166,66,0,3,1,0.29444444444444445,Medium
2024-02-22,thursday,4,12.89,43,1,42,31,48,7,315,3,3,1,0.2388888888888889,Medium
2024-02-23,friday,4,15.94,123,1,15,16,27,121,13,4,3,1,0.6833333333333333,Very High
2024-02-24,saturday,4,18.1,127,1,18,97,45,125,13,5,3,1,0.7055555555555556,Very High
2024-02-25,sunday,4,18.86,107,1,3,19,1,7,310,6,3,1,0.5944444444444444,Very High
2024-02-26,monday,4,11.77,57,1,14,117,29,77,108,0,4,1,0.31666666666666665,Medium
2024-02-27,tuesday,4,10.12,49,1,16,19,1,116,312,1,4,1,0.2722222222222222,Medium
2024-02-28,wednesday,4,8.81,89,1,24,105,18,142,243,2,4,1,0.49444444444444446,High
2024-02-29,thursday,4,10.31,68,1,42,48,67,125,122,3,4,1,0.37777777777777777,Medium
2024-03-01,friday,4,11.62,113,1,15,116,29,125,79,4,0,2,0.6277777777777778,Very High
2024-03-02,saturday,4,10.31,110,1,12,9,47,85,68,5,0,2,0.6111111111111112,Very High
2024-03-03,sunday,4,9.89,113,1,47,4,1,7,315,6,0,2,0.6277777777777778,Very High
2024-03-04,monday,4,11.04,63,1,19,2,31,185,193,0,1,2,0.35,Medium
2024-03-05,tuesday,4,10.39,51,1,15,21,47,7,38,1,1,2,0.2833333333333333,Medium
2024-03-06,wednesday,4,8.42,69,1,27,56,72,7,235,2,1,2,0.38333333333333336,Medium
2024-03-07,thursday,4,9.84,101,1,29,16,69,7,229,3,1,2,0.5611111111111111,Very High
2024-03-10,sunday,4,10.91,1,1,49,60,25,57,178,6,1,2,0.005555555555555556,Very Low
2024-03-11,monday,4,18.02,42,1,41,108,39,133,257,0,2,2,0.23333333333333334,Medium
2024-03-12,tuesday,4,16.05,29,1,33,30,76,7,269,1,2,2,0.16111111111111112,Low
2024-03-13,wednesday,4,13.79,26,1,9,58,23,96,266,2,2,2,0.14444444444444443,Low
2024-03-14,thursday,4,13.37,34,1,42,18,53,72,294,3,2,2,0.18888888888888888,Low
2024-03-15,friday,4,8.79,53,1,37,8,31,71,323,4,2,2,0.29444444444444445,Medium
2024-03-16,saturday,4,10.02,60,1,15,62,61,155,185,5,2,2,0.3333333333333333,Medium
2024-03-17,sunday,4,10.74,74,1,26,52,34,7,42,6,2,2,0.4111111111111111,Medium
2024-03-18,monday,4,13.34,38,1,29,99,13,7,295,0,3,2,0.2111111111111111,Low
2024-03-19,tuesday,4,12.19,29,1,37,31,48,57,6,1,3,2,0.16111111111111112,Low
2024-03-20,wednesday,4,7.49,52,1,27,46,43,5,136,2,3,2,0.28888888888888886,Medium
2024-03-21,thursday,4,11.44,41,1,3,26,58,112,59,3,3,2,0.22777777777777777,Low
2024-03-22,friday,4,8.62,67,1,24,109,61,1,222,4,3,2,0.37222222222222223,Medium
2024-03-23,saturday,4,11.97,104,1,45,88,31,147,76,5,3,2,0.5777777777777777,Very High
2024-03-24,sunday,4,15.64,78,1,9,14,29,12,29,6,3,2,0.43333333333333335,Medium
2024-03-25,monday,4,8.62,27,1,47,19,1,13,184,0,4,2,0.15,Low
2024-03-26,tuesday,4,14.54,41,1,12,71,69,125,284,1,4,2,0.22777777777777777,Low
2024-03-27,wednesday,4,18.55,47,1,12,84,18,40,336,2,4,2,0.2611111111111111,Medium
2024-03-28,thursday,4,20.34,27,1,32,62,61,46,186,3,4,2,0.15,Low
2024-03-29,friday,4,21.73,69,1,20,56,62,7,143,4,4,2,0.38333333333333336,Medium
2024-03-30,saturday,4,20.72,71,1,27,48,20,142,13,5,4,2,0.39444444444444443,Medium
2024-03-31,sunday,4,24.31,63,1,42,77,38,102,166,6,4,2,0.35,Medium
2024-04-01,monday,4,24.86,43,1,29,99,13,7,298,0,0,3,0.2388888888888889,Medium
2024-04-02,tuesday,4,25.84,37,1,15,48,20,37,55,1,0,3,0.20555555555555555,Low
2024-04-03,wednesday,4,16.89,56,1,29,105,74,7,13,2,0,3,0.3111111111111111,Medium
2024-04-04,thursday,4,15.29,48,1,12,14,18,19,235,3,0,3,0.26666666666666666,Medium
2024-04-05,friday,4,17.23,56,1,42,25,51,125,194,4,0,3,0.3111111111111111,Medium
2024-04-06,saturday,4,16.36,41,1,37,62,61,146,106,5,0,3,0.22777777777777777,Low
2024-04-07,sunday,4,13.72,41,1,42,8,44,12,165,6,0,3,0.22777777777777777,Low
2024-04-08,monday,4,14.16,33,1,24,37,66,43,14,0,1,3,0.18333333333333332,Low
2024-04-09,tuesday,4,15.12,34,1,15,16,31,77,64,1,1,3,0.18888888888888888,Low
2024-04-10,wednesday,4,14.64,23,1,3,40,1,62,145,2,1,3,0.12777777777777777,Low
2024-04-11,thursday,4,16.05,18,1,29,58,23,47,99,3,1,3,0.1,Very Low
2024-04-12,friday,4,16.98,25,1,34,88,43,124,65,4,1,3,0.1388888888888889,Low
2024-04-13,saturday,4,16.98,38,1,24,98,62,36,181,5,1,3,0.2111111111111111,Low
2024-04-14,sunday,4,19.94,46,1,15,118,46,60,34,6,1,3,0.25555555555555554,Medium
2024-04-15,monday,4,25.19,42,1,47,27,14,7,179,0,2,3,0.23333333333333334,Medium
2024-04-16,tuesday,4,26.8,63,1,27,35,7,182,119,1,2,3,0.35,Medium
2024-04-17,wednesday,4,25.69,73,1,37,92,44,7,9,2,2,3,0.40555555555555556,Medium
2024-04-18,thursday,4,14.19,39,1,21,30,17,77,283,3,2,3,0.21666666666666667,Low
2024-04-19,friday,4,13.49,72,1,12,14,74,8,197,4,2,3,0.4,Medium
2024-04-20,saturday,4,13.39,103,1,15,15,62,50,154,5,2,3,0.5722222222222222,Very High
2024-04-26,friday,4,15.41,102,1,29,11,18,25,188,4,3,3,0.5666666666666667,Very High
2024-04-27,saturday,4,14.79,73,1,42,62,60,160,105,5,3,3,0.40555555555555556,Medium
2024-04-29,monday,4,14.27,77,1,29,103,38,7,77,0,4,3,0.42777777777777776,Medium
2024-04-30,tuesday,4,14.84,54,1,21,18,66,62,299,1,4,3,0.3,Medium
2024-05-01,wednesday,4,14.34,141,1,29,85,43,120,205,2,0,4,0.7833333333333333,Very High
2024-05-02,thursday,4,15.64,20,1,37,91,67,132,127,3,0,4,0.1111111111111111,Very Low
2024-05-03,friday,4,17.67,104,1,12,80,20,142,92,4,0,4,0.5777777777777777,Very High
2024-05-04,saturday,4,14.29,115,1,20,48,47,24,177,5,0,4,0.6388888888888888,Very High
2024-05-05,sunday,4,14.77,116,1,42,107,66,62,258,6,0,4,0.6444444444444445,Very High
2024-05-06,monday,4,15.27,55,1,44,50,24,24,193,0,1,4,0.3055555555555556,Medium
2024-05-07,tuesday,4,22.95,88,1,42,76,1,7,271,1,1,4,0.4888888888888889,High
2024-05-08,wednesday,4,18.77,89,1,41,70,20,115,90,2,1,4,0.49444444444444446,High
2024-05-09,thursday,4,16.06,101,1,15,16,21,7,175,3,1,4,0.5611111111111111,Very High
2024-05-10,friday,4,16.02,94,1,3,41,65,7,133,4,1,4,0.5222222222222223,High
2024-05-11,saturday,4,15.77,116,1,29,11,44,157,146,5,1,4,0.6444444444444445,Very High
2024-05-12,sunday,4,17.61,69,1,34,19,1,7,321,6,1,4,0.38333333333333336,Medium
2024-05-13,monday,4,13.56,60,1,24,73,77,62,183,0,2,4,0.3333333333333333,Medium
2024-05-14,tuesday,4,15.16,98,1,15,78,40,7,33,1,2,4,0.5444444444444444,High
2024-05-15,wednesday,4,15.72,87,1,18,108,76,42,50,2,2,4,0.48333333333333334,High
2024-05-16,thursday,4,15.66,100,1,27,67,36,7,279,3,2,4,0.5555555555555556,High
2024-05-17,friday,4,16.44,93,1,25,70,18,80,251,4,2,4,0.5166666666666667,High
2024-05-18,saturday,4,17.47,119,1,12,88,31,122,116,5,2,4,0.6611111111111111,Very High
2024-05-19,sunday,4,15.94,120,1,18,107,44,12,11,6,2,4,0.6666666666666666,Very High
2024-05-20,monday,4,17.17,127,1,15,69,73,143,96,0,3,4,0.7055555555555556,Very High
2024-05-21,tuesday,4,17.81,95,1,41,86,31,174,256,1,3,4,0.5277777777777778,High
2024-05-22,wednesday,4,18.56,61,1,10,105,29,86,142,2,3,4,0.3388888888888889,Medium
2024-05-23,thursday,4,17.84,111,1,41,29,64,156,204,3,3,4,0.6166666666666667,Very High
2024-05-24,friday,4,19.02,89,1,21,30,76,140,322,4,3,4,0.49444444444444446,High
2024-05-25,saturday,4,19.48,84,1,47,79,67,167,23,5,3,4,0.4666666666666667,High
2024-05-26,sunday,4,18.48,116,1,3,4,76,17,317,6,3,4,0.6444444444444445,Very High
2024-05-27,monday,4,17.34,92,1,15,7,30,17,77,0,4,4,0.5111111111111111,High
2024-05-28,tuesday,4,18.52,98,1,26,27,14,17,161,1,4,4,0.5444444444444444,High
2024-05-29,wednesday,4,22.52,8,1,3,69,25,88,121,2,4,4,0.044444444444444446,Very Low
2024-05-30,thursday,4,24.55,121,1,45,46,18,132,12,3,4,4,0.6722222222222223,Very High
2024-05-31,friday,4,27.45,113,1,7,48,65,136,13,4,4,4,0.6277777777777778,Very High
2024-06-01,saturday,4,29.34,92,1,41,24,13,106,302,5,0,5,0.5111111111111111,High
2024-06-02,sunday,4,27.52,81,1,32,58,23,48,264,6,0,5,0.45,High
2024-06-03,monday,4,26.22,91,1,34,101,61,3,120,0,1,5,0.5055555555555555,High
2024-06-04,tuesday,4,24.69,78,1,3,19,1,21,30,1,1,5,0.43333333333333335,Medium
2024-06-05,wednesday,4,25.48,87,1,41,111,6,93,70,2,1,5,0.48333333333333334,High
2024-06-06,thursday,4,24.55,79,1,37,27,32,65,292,3,1,5,0.4388888888888889,Medium
2024-06-07,friday,4,23.98,54,1,44,21,46,128,271,4,1,5,0.3,Medium
2024-06-08,saturday,4,24.27,41,1,0,79,60,151,246,5,1,5,0.22777777777777777,Low
2024-06-09,sunday,4,24.84,37,1,18,33,20,26,53,6,1,5,0.20555555555555555,Low
2024-06-10,monday,4,25.48,25,1,21,67,35,17,201,0,2,5,0.1388888888888889,Low
2024-06-11,tuesday,4,35.62,31,1,32,66,43,103,195,1,2,5,0.17222222222222222,Low
2024-06-12,wednesday,4,27.05,28,1,11,63,64,89,140,2,2,5,0.15555555555555556,Low
2024-06-13,thursday,4,26.44,14,1,42,99,13,12,285,3,2,5,0.07777777777777778,Very Low
2024-06-14,friday,4,24.14,15,1,25,29,64,130,190,4,2,5,0.08333333333333333,Very Low
2024-06-15,saturday,4,22.95,6,1,38,45,20,82,117,5,2,5,0.03333333333333333,Very Low
2024-06-16,sunday,4,24.98,8,1,12,42,8,63,307,6,2,5,0.044444444444444446,Very Low
2024-06-17,monday,4,25.48,9,1,15,47,22,113,7,0,3,5,0.05,Very Low
2024-06-23,sunday,4,24.69,8,1,15,88,31,183,114,6,3,5,0.044444444444444446,Very Low
2024-06-24,monday,4,25.31,16,1,35,28,15,90,268,0,4,5,0.08888888888888889,Very Low
2024-06-25,tuesday,4,25.42,17,1,13,68,20,110,91,1,4,5,0.09444444444444444,Very Low
2024-06-26,wednesday,4,25.22,14,1,25,115,24,81,224,2,4,5,0.07777777777777778,Very Low
2024-06-27,thursday,4,24.69,22,1,26,16,18,39,26,3,4,5,0.12222222222222222,Low
2024-06-28,friday,4,25.19,14,1,12,1,40,12,115,4,4,5,0.07777777777777778,Very Low
2024-06-29,saturday,4,25.31,7,1,30,27,14,70,7,5,4,5,0.03888888888888889,Very Low
2024-06-30,sunday,4,26.31,12,1,12,74,3,145,244,6,4,5,0.06666666666666667,Very Low
2024-01-01,monday,4,13.59,180,0,15,2,44,178,220,0,0,0,1.0,Very High
2024-01-02,tuesday,4,8.49,110,0,46,24,13,3,28,1,0,0,0.6111111111111112,Very High
2024-01-03,wednesday,4,12.52,150,0,7,36,34,142,86,2,0,0,0.8333333333333334,Very High
2024-01-04,thursday,4,13.31,116,0,13,31,48,68,329,3,0,0,0.6444444444444445,Very High
2024-01-05,friday,4,10.97,105,0,12,37,67,168,206,4,0,0,0.5833333333333334,Very High
2024-01-06,saturday,4,12.84,1,0,33,48,69,125,46,5,0,0,0.005555555555555556,Very Low
2024-01-07,sunday,4,13.74,119,0,19,62,61,44,22,6,0,0,0.6611111111111111,Very High
2024-01-08,monday,4,7.96,118,0,16,71,72,116,15,0,1,0,0.6555555555555556,Very High
2024-01-09,tuesday,4,5.62,85,0,14,30,17,125,218,1,1,0,0.4722222222222222,High
2024-01-10,wednesday,4,4.07,136,0,45,102,67,2,172,2,1,0,0.7555555555555555,Very High
2024-01-11,thursday,4,3.66,75,0,15,26,58,184,45,3,1,0,0.4166666666666667,Medium
2024-01-12,friday,4,3.84,65,0,42,24,13,7,331,4,1,0,0.3611111111111111,Medium
2024-01-13,saturday,4,2.34,39,0,29,60,25,116,25,5,1,0,0.21666666666666667,Low
2024-01-14,sunday,4,4.72,39,0,46,4,48,88,242,6,1,0,0.21666666666666667,Low
2024-01-15,monday,4,10.41,29,0,29,30,76,12,43,0,2,0,0.16111111111111112,Low
2024-01-16,tuesday,4,8.49,22,0,32,62,61,83,174,1,2,0,0.12222222222222222,Low
2024-01-17,wednesday,4,7.82,32,0,26,59,64,160,147,2,2,0,0.17777777777777778,Low
2024-01-18,thursday,4,14.39,15,0,2,42,41,12,211,3,2,0,0.08333333333333333,Very Low
2024-01-19,friday,4,14.74,20,0,26,4,34,118,180,4,2,0,0.1111111111111111,Very Low
2024-01-20,saturday,4,5.02,29,0,15,19,10,7,326,5,2,0,0.16111111111111112,Low
2024-01-21,sunday,4,5.96,25,0,39,21,46,116,31,6,2,0,0.1388888888888889,Low
2024-01-22,monday,4,6.24,16,0,45,71,12,137,101,0,3,0,0.08888888888888889,Very Low
2024-01-23,tuesday,4,6.92,8,0,17,18,66,128,329,1,3,0,0.044444444444444446,Very Low
2024-01-24,wednesday,4,5.94,14,0,18,10,5,0,328,2,3,0,0.07777777777777778,Very Low
2024-01-25,thursday,4,7.62,7,0,34,37,20,148,72,3,3,0,0.03888888888888889,Very Low
2024-01-26,friday,4,5.76,10,0,47,6,66,7,56,4,3,0,0.05555555555555555,Very Low
2024-01-27,saturday,4,5.79,13,0,29,58,4,154,237,5,3,0,0.07222222222222222,Very Low
2024-01-28,sunday,4,4.22,13,0,44,4,73,72,211,6,3,0,0.07222222222222222,Very Low
2024-01-29,monday,4,4.19,12,0,17,70,67,166,100,0,4,0,0.06666666666666667,Very Low
2024-01-30,tuesday,4,5.44,11,0,2,36,20,125,232,1,4,0,0.06111111111111111,Very Low
2024-01-31,wednesday,4,6.34,14,0,15,113,62,148,21,2,4,0,0.07777777777777778,Very Low
2024-02-05,monday,4,13.64,15,0,35,15,45,92,234,0,1,1,0.08333333333333333,Very Low
2024-02-06,tuesday,4,13.37,19,0,3,26,59,179,261,1,1,1,0.10555555555555556,Very Low
2024-02-07,wednesday,4,15.02,27,0,42,24,19,7,333,2,1,1,0.15,Low
2024-02-08,thursday,4,14.06,25,0,21,21,46,119,319,3,1,1,0.1388888888888889,Low
2024-02-09,friday,4,13.72,38,0,47,19,1,153,209,4,1,1,0.2111111111111111,Low
2024-02-10,saturday,4,15.74,68,0,15,83,71,166,281,5,1,1,0.37777777777777777,Medium
2024-02-11,sunday,4,14.47,88,0,21,62,60,44,152,6,1,1,0.4888888888888889,High
2024-02-12,monday,4,11.81,71,0,3,57,47,7,262,0,2,1,0.39444444444444443,Medium
2024-02-13,tuesday,4,8.47,70,0,0,19,1,24,316,1,2,1,0.3888888888888889,Medium
2024-02-14,wednesday,4,8.22,76,0,15,58,4,160,208,2,2,1,0.4222222222222222,Medium
2024-02-15,thursday,4,7.29,76,0,37,76,69,168,85,3,2,1,0.4222222222222222,Medium
2024-02-16,friday,4,6.86,98,0,29,25,29,94,225,4,2,1,0.5444444444444444,High
2024-02-17,saturday,4,6.54,116,0,26,2,31,181,252,5,2,1,0.6444444444444445,Very High
2024-02-18,sunday,4,4.66,151,0,14,71,62,125,103,6,2,1,0.8388888888888889,Very High
2024-02-19,monday,4,6.59,98,0,26,56,34,7,159,0,3,1,0.5444444444444444,High
2024-02-22,thursday,4,7.02,81,0,2,80,5,125,196,3,3,1,0.45,High
2024-02-23,friday,4,12.14,6,0,44,62,61,153,51,4,3,1,0.03333333333333333,Very Low
2024-02-24,saturday,4,12.27,82,0,35,30,76,148,255,5,3,1,0.45555555555555555,High
2024-02-25,sunday,4,12.22,151,0,32,113,71,94,73,6,3,1,0.8388888888888889,Very High
2024-02-26,monday,4,8.16,72,0,2,21,46,7,18,0,4,1,0.4,Medium
2024-02-27,tuesday,4,7.22,82,0,0,121,64,160,47,1,4,1,0.45555555555555555,High
2024-02-28,wednesday,4,7.69,83,0,29,27,14,114,303,2,4,1,0.46111111111111114,High
2024-02-29,thursday,4,7.59,55,0,37,58,4,46,215,3,4,1,0.3055555555555556,Medium
2024-03-01,friday,4,7.79,80,0,42,92,41,9,195,4,0,2,0.4444444444444444,Medium
2024-03-02,saturday,4,7.82,77,0,2,58,23,45,191,5,0,2,0.42777777777777776,Medium
2024-03-03,sunday,4,6.69,133,0,3,32,77,138,275,6,0,2,0.7388888888888889,Very High
2024-03-04,monday,4,6.76,103,0,29,37,42,67,174,0,1,2,0.5722222222222222,Very High
2024-03-05,tuesday,4,8.66,81,0,42,48,67,24,171,1,1,2,0.45,High
2024-03-06,wednesday,4,7.26,49,0,37,62,61,7,230,2,1,2,0.2722222222222222,Medium
2024-03-07,thursday,4,7.16,76,0,44,11,20,143,199,3,1,2,0.4222222222222222,Medium
2024-03-08,friday,4,6.72,1,0,26,26,58,180,124,4,1,2,0.005555555555555556,Very Low
2024-03-10,sunday,4,6.42,62,0,0,119,72,7,112,6,1,2,0.34444444444444444,Medium
2024-03-11,monday,4,10.97,87,0,34,24,13,7,305,0,2,2,0.48333333333333334,High
2024-03-12,tuesday,4,12.52,98,0,3,54,20,27,24,1,2,2,0.5444444444444444,High
2024-03-13,wednesday,4,9.72,115,0,27,86,69,173,3,2,2,2,0.6388888888888888,Very High
2024-03-14,thursday,4,8.97,91,0,45,67,18,152,198,3,2,2,0.5055555555555555,High
2024-03-15,friday,4,5.62,109,0,32,69,29,128,87,4,2,2,0.6055555555555555,Very High
2024-03-16,saturday,4,7.46,145,0,30,94,20,150,63,5,2,2,0.8055555555555556,Very High
2024-03-17,sunday,4,7.74,61,0,12,103,44,131,129,6,2,2,0.3388888888888889,Medium
2024-03-18,monday,4,8.14,112,0,3,17,9,52,335,0,3,2,0.6222222222222222,Very High
2024-03-19,tuesday,4,9.24,81,0,15,63,26,77,72,1,3,2,0.45,High
2024-03-20,wednesday,4,6.59,93,0,11,50,45,158,182,2,3,2,0.5166666666666667,High
2024-03-21,thursday,4,6.79,83,0,42,100,41,125,187,3,3,2,0.46111111111111114,High
2024-03-22,friday,4,6.39,100,0,26,13,49,24,162,4,3,2,0.5555555555555556,High
2024-03-23,saturday,4,7.16,123,0,8,10,42,66,20,5,3,2,0.6833333333333333,Very High
2024-03-24,sunday,4,12.54,144,0,37,101,34,7,162,6,3,2,0.8,Very High
2024-03-25,monday,4,7.96,107,0,4,110,18,30,75,0,4,2,0.5944444444444444,Very High
2024-03-26,tuesday,4,10.14,94,0,30,27,14,7,156,1,4,2,0.5222222222222223,High
2024-03-27,wednesday,4,14.12,98,0,42,41,36,87,18,2,4,2,0.5444444444444444,High
2024-03-28,thursday,4,17.02,105,0,41,86,20,172,278,3,4,2,0.5833333333333334,Very High
2024-03-29,friday,4,16.17,63,0,2,23,68,138,152,4,4,2,0.35,Medium
2024-03-30,saturday,4,16.36,120,0,3,27,14,12,290,5,4,2,0.6666666666666666,Very High
2024-03-31,sunday,4,18.22,121,0,0,1,67,7,60,6,4,2,0.6722222222222223,Very High
2024-04-01,monday,4,19.3,99,0,44,10,31,99,81,0,0,3,0.55,High
2024-04-02,tuesday,4,20.23,65,0,37,76,1,74,137,1,0,3,0.3611111111111111,Medium
2024-04-03,wednesday,4,13.34,71,0,0,21,43,69,232,2,0,3,0.39444444444444443,Medium
2024-04-04,thursday,4,10.49,60,0,3,27,14,33,287,3,0,3,0.3333333333333333,Medium
2024-04-05,friday,4,12.69,37,0,26,50,74,12,139,4,0,3,0.20555555555555555,Low
2024-04-06,saturday,4,13.49,56,0,49,11,72,125,80,5,0,3,0.3111111111111111,Medium
2024-04-07,sunday,4,11.47,43,0,32,23,68,49,236,6,0,3,0.2388888888888889,Medium
2024-04-08,monday,4,11.37,27,0,27,54,40,29,118,0,1,3,0.15,Low
2024-04-09,tuesday,4,12.16,21,0,42,26,58,180,158,1,1,3,0.11666666666666667,Very Low
2024-04-10,wednesday,4,11.37,25,0,37,48,18,177,311,2,1,3,0.1388888888888889,Low
2024-04-11,thursday,4,12.77,30,0,21,109,73,67,52,3,1,3,0.16666666666666666,Low
2024-04-12,friday,4,12.97,22,0,0,101,18,12,251,4,1,3,0.12222222222222222,Low
2024-04-13,saturday,4,12.77,34,0,3,68,26,125,78,5,1,3,0.18888888888888888,Low
2024-04-14,sunday,4,14.84,79,0,46,119,62,162,110,6,1,3,0.4388888888888889,Medium
2024-04-15,monday,4,18.72,49,0,12,21,11,7,134,0,2,3,0.2722222222222222,Medium
2024-04-16,tuesday,4,21.19,50,0,32,4,34,14,306,1,2,3,0.2777777777777778,Medium
2024-04-17,wednesday,4,19.56,83,0,25,105,31,55,82,2,2,3,0.46111111111111114,High
2024-04-18,thursday,4,12.66,62,0,3,75,44,160,95,3,2,3,0.34444444444444444,Medium
2024-04-19,friday,4,12.39,67,0,26,78,43,24,213,4,2,3,0.37222222222222223,Medium
2024-04-20,saturday,4,11.09,100,0,42,26,58,176,62,5,2,3,0.5555555555555556,High
2024-04-25,thursday,4,18.77,4,0,34,24,13,7,304,3,3,3,0.022222222222222223,Very Low
2024-04-26,friday,4,13.02,65,0,47,76,1,67,153,4,3,3,0.3611111111111111,Medium
2024-04-27,saturday,4,13.09,116,0,15,120,73,7,0,5,3,3,0.6444444444444445,Very High
2024-04-29,monday,4,13.29,89,0,15,0,29,125,153,0,4,3,0.49444444444444446,High
2024-04-30,tuesday,4,13.99,50,0,3,31,49,102,26,1,4,3,0.2777777777777778,Medium
2024-05-01,wednesday,4,13.14,78,0,26,8,34,13,37,2,0,4,0.43333333333333335,Medium
2024-05-02,thursday,4,14.02,51,0,15,27,14,7,301,3,0,4,0.2833333333333333,Medium
2024-05-03,friday,4,14.97,69,0,0,26,59,111,265,4,0,4,0.38333333333333336,Medium
2024-05-04,saturday,4,13.09,86,0,3,30,76,10,240,5,0,4,0.4777777777777778,High
2024-05-05,sunday,4,11.87,103,0,37,51,62,141,193,6,0,4,0.5722222222222222,Very High
2024-05-06,monday,4,12.37,59,0,22,72,33,46,212,0,1,4,0.3277777777777778,Medium
2024-05-07,tuesday,4,17.31,75,0,32,35,18,132,25,1,1,4,0.4166666666666667,Medium
2024-05-08,wednesday,4,14.91,38,0,27,60,26,24,98,2,1,4,0.2111111111111111,Low
