campus,weather,meal,soup,main_dish,vegetarian,side_dishes,dessert,day_of_week,week_of_month,month,density
0,12.26,1,26,52,34,7,42,6,2,2,0
0,15.26,1,29,99,13,7,295,0,3,2,2
0,14.61,1,37,31,48,57,6,1,3,2,2
0,6.7,1,27,46,43,5,136,2,3,2,2
0,10.53,1,3,26,58,112,59,3,3,2,2
0,8.7,1,24,109,61,1,222,4,3,2,2
0,11.88,1,45,88,31,147,76,5,3,2,1
0,14.83,1,9,14,29,12,29,6,3,2,1
0,8.24,1,47,19,1,13,184,0,4,2,2
0,13.48,1,12,71,69,125,284,1,4,2,2
0,21.5,1,12,84,18,40,336,2,4,2,2
0,19.7,1,32,62,61,46,186,3,4,2,2
0,22.19,1,20,56,62,7,143,4,4,2,2
0,25.31,1,27,48,20,142,13,5,4,2,0
0,23.2,1,42,77,38,102,166,6,4,2,0
0,23.77,1,29,99,13,7,298,0,0,3,2
0,25.06,1,15,48,20,37,55,1,0,3,2
0,18.56,1,29,105,74,7,13,2,0,3,2
0,18.08,1,12,14,18,19,235,3,0,3,2
0,20.19,1,42,25,51,125,194,4,0,3,1
0,19.9,1,37,62,61,146,106,5,0,3,0
0,15.3,1,42,8,44,12,165,6,0,3,0
0,15.55,1,24,37,66,43,14,0,1,3,0
0,16.95,1,15,16,31,77,64,1,1,3,0
0,16.45,1,3,40,1,62,145,2,1,3,0
0,18.36,1,29,58,23,47,99,3,1,3,0
0,19.31,1,34,88,43,124,65,4,1,3,0
0,19.25,1,24,98,62,36,181,5,1,3,0
0,23.31,1,15,118,46,60,34,6,1,3,0
0,24.19,1,47,27,14,7,179,0,2,3,2
0,26.73,1,27,35,7,182,119,1,2,3,2
0,25.88,1,37,92,44,7,9,2,2,3,2
0,15.58,1,21,30,17,77,283,3,2,3,2
0,13.88,1,12,14,74,8,197,4,2,3,2
0,13.68,1,15,15,62,50,154,5,2,3,1
0,18.75,1,41,80,36,34,155,6,2,3,1
0,20.36,1,3,35,18,7,83,0,3,3,2
0,19.11,1,0,3,31,58,221,1,3,3,1
0,25.9,1,47,104,69,120,4,2,3,3,2
0,24.05,1,27,9,72,125,34,3,3,3,2
0,17.78,1,29,11,18,25,188,4,3,3,2
0,16.08,1,42,62,60,160,105,5,3,3,0
0,16.45,1,26,90,26,126,127,6,3,3,1
0,15.28,1,29,103,38,7,77,0,4,3,2
0,15.53,1,21,18,66,62,299,1,4,3,2
0,14.8,1,29,85,43,120,205,2,0,4,1
0,16.31,1,37,91,67,132,127,3,0,4,2
0,19.12,1,12,80,20,142,92,4,0,4,2
0,15.68,1,20,48,47,24,177,5,0,4,1
0,15.45,1,42,107,66,62,258,6,0,4,1
0,18.28,1,44,50,24,24,193,0,1,4,2
0,21.81,1,42,76,1,7,271,1,1,4,2
0,23.55,1,41,70,20,115,90,2,1,4,2
0,17.36,1,15,16,21,7,175,3,1,4,2
0,16.28,1,3,41,65,7,133,4,1,4,2
0,15.98,1,29,11,44,157,146,5,1,4,1
0,20.11,1,34,19,1,7,321,6,1,4,1
0,14.11,1,24,73,77,62,183,0,2,4,2
0,16.78,1,15,78,40,7,33,1,2,4,2
0,16.98,1,18,108,76,42,50,2,2,4,2
0,16.9,1,27,67,36,7,279,3,2,4,2
0,18.7,1,25,70,18,80,251,4,2,4,2
0,19.56,1,12,88,31,122,116,5,2,4,1
0,16.75,1,18,107,44,12,11,6,2,4,1
0,18.58,1,15,69,73,143,96,0,3,4,1
0,19.2,1,41,86,31,174,256,1,3,4,1
0,20.9,1,10,105,29,86,142,2,3,4,1
0,18.45,1,41,29,64,156,204,3,3,4,1
0,19.9,1,21,30,76,140,322,4,3,4,1
0,20.69,1,47,79,67,167,23,5,3,4,1
0,19.38,1,3,4,76,17,317,6,3,4,0
0,18.19,1,15,7,30,17,77,0,4,4,1
0,20.11,1,26,27,14,17,161,1,4,4,0
0,24.38,1,3,69,25,88,121,2,4,4,1
0,26.62,1,45,46,18,132,12,3,4,4,1
0,27.69,1,7,48,65,136,13,4,4,4,1
0,29.1,1,41,24,13,106,302,5,0,5,0
0,32.94,1,32,58,23,48,264,6,0,5,0
0,31.48,1,34,101,61,3,120,0,1,5,1
0,32.84,1,3,19,1,21,30,1,1,5,1
0,28.19,1,41,111,6,93,70,2,1,5,1
0,26.28,1,37,27,32,65,292,3,1,5,0
0,26.38,1,44,21,46,128,271,4,1,5,0
0,25.94,1,0,79,60,151,246,5,1,5,0
0,26.69,1,18,33,20,26,53,6,1,5,0
0,30.66,1,21,67,35,17,201,0,2,5,0
0,35.44,1,32,66,43,103,195,1,2,5,0
0,31.48,1,11,63,64,89,140,2,2,5,0
0,33.6,1,42,99,13,12,285,3,2,5,0
0,25.36,1,25,29,64,130,190,4,2,5,0
0,26.48,1,12,42,8,63,307,6,2,5,0
0,27.44,1,27,27,14,17,297,3,3,5,0
0,26.86,1,26,16,18,39,13,4,3,5,0
0,25.5,1,0,26,58,112,163,5,3,5,0
0,25.77,1,15,88,31,183,114,6,3,5,0
0,26.48,1,35,28,15,90,268,0,4,5,1
0,26.86,1,13,68,20,110,91,1,4,5,1
0,26.56,1,25,115,24,81,224,2,4,5,1
0,25.77,1,26,16,18,39,26,3,4,5,1
0,25.95,1,12,1,40,12,115,4,4,5,1
0,26.2,1,30,27,14,70,7,5,4,5,0
0,28.31,1,12,74,3,145,244,6,4,5,0
0,12.73,0,15,2,44,178,220,0,0,0,1
0,8.33,0,46,24,13,3,28,1,0,0,1
0,11.88,0,7,36,34,142,86,2,0,0,1
0,11.98,0,13,31,48,68,329,3,0,0,1
0,7.76,0,12,37,67,168,206,4,0,0,1
0,11.68,0,33,48,69,125,46,5,0,0,1
0,12.95,0,19,62,61,44,22,6,0,0,1
0,7.86,0,16,71,72,116,15,0,1,0,1
0,4.48,0,14,30,17,125,218,1,1,0,1
0,3.06,0,45,102,67,2,172,2,1,0,1
0,2.76,0,15,26,58,184,45,3,1,0,1
0,2.86,0,42,24,13,7,331,4,1,0,0
0,1.06,0,29,60,25,116,25,5,1,0,0
0,4.6,0,46,4,48,88,242,6,1,0,0
0,10.08,0,29,30,76,12,43,0,2,0,0
0,7.63,0,32,62,61,83,174,1,2,0,0
0,5.8,0,26,59,64,160,147,2,2,0,0
0,14.05,0,2,42,41,12,211,3,2,0,0
0,13.63,0,26,4,34,118,180,4,2,0,0
0,3.98,0,15,19,10,7,326,5,2,0,0
0,4.78,0,39,21,46,116,31,6,2,0,0
0,4.88,0,45,71,12,137,101,0,3,0,0
0,4.63,0,17,18,66,128,329,1,3,0,0
0,4.1,0,18,10,5,0,328,2,3,0,0
0,6.66,0,34,37,20,148,72,3,3,0,0
0,3.76,0,47,6,66,7,56,4,3,0,0
0,5.3,0,29,58,4,154,237,5,3,0,0
0,3.06,0,44,4,73,72,211,6,3,0,0
0,2.43,0,17,70,67,166,100,0,4,0,0
0,3.76,0,2,36,20,125,232,1,4,0,0
0,5.26,0,15,113,62,148,21,2,4,0,0
0,2.13,0,12,27,14,7,334,3,0,1,0
0,6.2,0,42,58,4,160,207,4,0,1,0
0,3.03,0,30,109,74,7,8,5,0,1,0
0,8.08,0,26,89,31,123,101,6,0,1,0
0,12.51,0,35,15,45,92,234,0,1,1,0
0,11.08,0,3,26,59,179,261,1,1,1,0
0,14.11,0,42,24,19,7,333,2,1,1,0
0,12.61,0,21,21,46,119,319,3,1,1,0
0,11.7,0,47,19,1,153,209,4,1,1,0
0,15.11,0,15,83,71,166,281,5,1,1,1
0,13.53,0,21,62,60,44,152,6,1,1,1
0,11.51,0,3,57,47,7,262,0,2,1,1
0,6.96,0,0,19,1,24,316,1,2,1,1
0,7.5,0,15,58,4,160,208,2,2,1,1
0,6.46,0,37,76,69,168,85,3,2,1,1
0,6.13,0,29,25,29,94,225,4,2,1,1
0,5.88,0,26,2,31,181,252,5,2,1,1
0,4.08,0,14,71,62,125,103,6,2,1,1
0,6.13,0,26,56,34,7,159,0,3,1,1
0,4.13,0,32,101,18,7,278,1,3,1,1
0,3.23,0,7,35,20,102,18,2,3,1,1
0,4.6,0,2,80,5,125,196,3,3,1,1
0,10.2,0,44,62,61,153,51,4,3,1,1
0,10.53,0,35,30,76,148,255,5,3,1,1
0,10.8,0,32,113,71,94,73,6,3,1,1
0,7.6,0,2,21,46,7,18,0,4,1,1
0,6.13,0,0,121,64,160,47,1,4,1,1
0,6.98,0,29,27,14,114,303,2,4,1,1
0,7.23,0,37,58,4,46,215,3,4,1,1
0,6.96,0,42,92,41,9,195,4,0,2,1
0,7.53,0,2,58,23,45,191,5,0,2,0
0,6.53,0,3,32,77,138,275,6,0,2,1
0,7.58,0,29,37,42,67,174,0,1,2,1
0,7.73,0,42,48,67,24,171,1,1,2,1
0,6.16,0,37,62,61,7,230,2,1,2,1
0,5.78,0,44,11,20,143,199,3,1,2,1
0,5.86,0,26,26,58,180,124,4,1,2,1
0,4.48,0,1,48,62,164,13,5,1,2,1
0,6.88,0,0,119,72,7,112,6,1,2,1
0,12.05,0,34,24,13,7,305,0,2,2,1
0,11.86,0,3,54,20,27,24,1,2,2,0
0,8.51,0,27,86,69,173,3,2,2,2,1
0,8.78,0,45,67,18,152,198,3,2,2,1
0,4.96,0,32,69,29,128,87,4,2,2,1
0,6.1,0,30,94,20,150,63,5,2,2,1
0,6.56,0,12,103,44,131,129,6,2,2,1
0,7.7,0,3,17,9,52,335,0,3,2,1
0,8.51,0,15,63,26,77,72,1,3,2,1
0,4.9,0,11,50,45,158,182,2,3,2,1
0,6.23,0,42,100,41,125,187,3,3,2,1
0,3.46,0,26,13,49,24,162,4,3,2,1
0,5.18,0,8,10,42,66,20,5,3,2,1
0,10.78,0,37,101,34,7,162,6,3,2,1
0,7.1,0,4,110,18,30,75,0,4,2,1
0,8.18,0,30,27,14,7,156,1,4,2,1
0,14.28,0,42,41,36,87,18,2,4,2,1
0,14.88,0,41,86,20,172,278,3,4,2,1
0,12.95,0,2,23,68,138,152,4,4,2,1
0,19.53,0,3,27,14,12,290,5,4,2,0
0,15.53,0,0,1,67,7,60,6,4,2,1
0,16.03,0,44,10,31,99,81,0,0,3,1
0,17.16,0,37,76,1,74,137,1,0,3,1
0,12.98,0,0,21,43,69,232,2,0,3,1
0,10.43,0,3,27,14,33,287,3,0,3,0
0,11.26,0,26,50,74,12,139,4,0,3,0
0,12.63,0,49,11,72,125,80,5,0,3,0
0,10.91,0,32,23,68,49,236,6,0,3,0
0,10.63,0,27,54,40,29,118,0,1,3,0
0,11.2,0,42,26,58,180,158,1,1,3,0
0,10.28,0,37,48,18,177,311,2,1,3,0
0,12.16,0,21,109,73,67,52,3,1,3,0
0,12.55,0,0,101,18,12,251,4,1,3,0
0,12.48,0,3,68,26,125,78,5,1,3,0
0,14.11,0,46,119,62,162,110,6,1,3,1
0,16.25,0,12,21,11,7,134,0,2,3,1
0,20.08,0,32,4,34,14,306,1,2,3,1
0,18.81,0,25,105,31,55,82,2,2,3,1
0,12.3,0,3,75,44,160,95,3,2,3,1
0,11.53,0,26,78,43,24,213,4,2,3,1
0,10.2,0,42,26,58,176,62,5,2,3,1
0,12.78,0,0,121,64,149,127,6,2,3,1
0,13.61,0,37,58,23,31,61,0,3,3,1
0,15.51,0,14,70,34,56,77,1,3,3,1
0,19.61,0,12,60,25,146,277,2,3,3,1
0,17.23,0,34,24,13,7,304,3,3,3,1
0,13.38,0,47,76,1,67,153,4,3,3,0
0,12.51,0,15,120,73,7,0,5,3,3,1
0,13.38,0,24,19,1,72,202,6,3,3,1
0,13.01,0,15,0,29,125,153,0,4,3,1
0,13.66,0,3,31,49,102,26,1,4,3,1
0,12.63,0,26,8,34,13,37,2,0,4,1
0,14.26,0,15,27,14,7,301,3,0,4,1
0,14.13,0,0,26,59,111,265,4,0,4,1
0,12.58,0,3,30,76,10,240,5,0,4,0
0,10.43,0,37,51,62,141,193,6,0,4,1
0,10.86,0,22,72,33,46,212,0,1,4,1
0,15.13,0,32,35,18,132,25,1,1,4,1
0,14.51,0,27,60,26,24,98,2,1,4,0
0,13.95,0,47,55,36,125,274,3,1,4,1
0,13.13,0,37,24,13,12,288,4,1,4,1
0,11.38,0,21,14,31,32,254,5,1,4,1
0,13.43,0,0,85,62,11,123,6,1,4,1
0,10.58,0,3,62,61,28,248,0,2,4,1
0,11.28,0,46,69,29,125,164,1,2,4,1
0,12.05,0,30,18,66,7,10,2,2,4,0
0,13.05,0,32,58,23,155,189,3,2,4,0
0,13.88,0,30,8,76,7,314,4,2,4,1
0,14.61,0,0,81,26,132,131,5,2,4,0
0,14.28,0,3,62,61,59,337,6,2,4,0
0,14.63,0,21,57,47,73,40,0,3,4,0
0,14.83,0,47,73,14,101,126,1,3,4,1
0,15.63,0,26,99,13,73,291,2,3,4,1
0,15.03,0,1,58,23,54,75,3,3,4,0
0,15.58,0,2,10,18,84,74,4,3,4,1
0,15.98,0,34,77,38,136,84,5,3,4,1
0,15.18,0,32,105,34,17,13,6,3,4,1
0,14.53,0,20,31,49,159,48,0,4,4,1
0,15.63,0,24,78,40,62,32,1,4,4,1
0,18.94,0,27,19,1,17,325,2,4,4,0
0,20.25,0,9,17,34,170,249,3,4,4,0
0,21.36,0,3,76,1,17,324,4,4,4,0
0,23.38,0,12,64,44,132,195,5,0,5,0
0,23.4,0,47,9,34,12,22,6,0,5,0
0,24.06,0,15,26,58,171,216,0,1,5,0
0,27.48,0,15,25,29,139,168,1,1,5,0
0,23.23,0,42,29,64,46,273,2,1,5,0
0,22.2,0,26,93,65,108,25,3,1,5,0
0,21.56,0,12,82,36,100,253,4,1,5,0
0,21.36,0,21,87,21,61,41,5,1,5,0
0,24.77,0,12,8,17,22,325,2,2,5,0
0,22.6,0,3,91,13,17,241,1,3,5,0
0,21.7,0,38,75,35,35,58,5,3,5,0
0,21.98,0,32,18,53,17,296,6,3,5,0
0,22.0,0,42,69,30,67,130,0,4,5,0
0,22.28,0,27,62,61,161,88,1,4,5,0
0,22.38,0,12,76,1,12,309,2,4,5,1
0,21.78,0,3,99,13,75,287,3,4,5,0
0,22.81,0,48,30,17,109,106,4,4,5,0
0,22.77,0,29,6,67,109,229,5,4,5,0
0,23.16,0,47,48,41,106,94,6,4,5,0
0,24.0805,1,43,93,37,78,173,0,1,6,0
5,24.0805,1,43,93,37,78,173,0,1,6,0
1,24.0805,1,43,93,37,78,173,0,1,6,0
2,24.113,1,43,93,37,78,173,0,1,6,0
4,24.064999,1,43,93,37,78,173,0,1,6,0
3,23.84,1,43,93,37,78,173,0,1,6,0
0,28.905499,1,26,96,21,20,38,1,1,6,0
5,28.905499,1,26,96,21,20,38,1,1,6,0
1,28.905499,1,26,96,21,20,38,1,1,6,0
2,28.938,1,26,96,21,20,38,1,1,6,0
4,27.314999,1,26,96,21,20,38,1,1,6,0
3,28.664999,1,26,96,21,20,38,1,1,6,0
0,26.755499,1,30,114,18,135,276,2,1,6,0
5,26.755499,1,30,114,18,135,276,2,1,6,0
1,26.755499,1,30,114,18,135,276,2,1,6,0
2,26.788,1,30,114,18,135,276,2,1,6,0
4,26.39,1,30,114,18,135,276,2,1,6,0
3,26.515,1,30,114,18,135,276,2,1,6,0
0,26.780499,1,12,86,20,173,135,3,1,6,0
5,26.780499,1,12,86,20,173,135,3,1,6,0
1,26.780499,1,12,86,20,173,135,3,1,6,0
2,26.813,1,12,86,20,173,135,3,1,6,0
4,24.965,1,12,86,20,173,135,3,1,6,0
3,26.54,1,12,86,20,173,135,3,1,6,0
0,27.380499,1,29,44,2,17,151,4,1,6,0
5,27.380499,1,29,44,2,17,151,4,1,6,0
1,27.380499,1,29,44,2,17,151,4,1,6,1
2,27.413,1,29,44,2,17,151,4,1,6,0
4,25.54,1,29,44,2,17,151,4,1,6,0
3,27.14,1,29,44,2,17,151,4,1,6,0
0,25.755499,1,20,69,28,107,54,0,2,6,0
5,25.755499,1,20,69,28,107,54,0,2,6,0
1,25.755499,1,20,69,28,107,54,0,2,6,0
2,25.788,1,20,69,28,107,54,0,2,6,0
4,24.765,1,20,69,28,107,54,0,2,6,0
3,25.515,1,20,69,28,107,54,0,2,6,0
0,27.280499,1,6,27,14,17,332,1,2,6,0
5,27.280499,1,6,27,14,17,332,1,2,6,0
1,27.280499,1,6,27,14,17,332,1,2,6,0
2,27.313,1,6,27,14,17,332,1,2,6,0
4,25.54,1,6,27,14,17,332,1,2,6,0
3,27.04,1,6,27,14,17,332,1,2,6,0
0,27.3055,1,5,70,73,95,109,2,2,6,0
5,27.3055,1,5,70,73,95,109,2,2,6,0
1,27.3055,1,5,70,73,95,109,2,2,6,0
2,27.338001,1,5,70,73,95,109,2,2,6,0
4,27.665,1,5,70,73,95,109,2,2,6,0
3,27.064999,1,5,70,73,95,109,2,2,6,0
0,28.2305,1,11,112,21,20,245,3,2,6,0
5,28.2305,1,11,112,21,20,245,3,2,6,0
1,28.2305,1,11,112,21,20,245,3,2,6,0
2,28.263,1,11,112,21,20,245,3,2,6,0
4,27.59,1,11,112,21,20,245,3,2,6,0
3,27.99,1,11,112,21,20,245,3,2,6,0
0,30.005499,1,15,49,35,117,13,4,2,6,0
5,30.005499,1,15,49,35,117,13,4,2,6,0
1,30.005499,1,15,49,35,117,13,4,2,6,0
2,30.038,1,15,49,35,117,13,4,2,6,0
4,29.539999,1,15,49,35,117,13,4,2,6,0
3,29.765,1,15,49,35,117,13,4,2,6,0
0,23.3055,1,3,105,18,136,148,0,3,6,0
5,23.3055,1,3,105,18,136,148,0,3,6,0
1,23.3055,1,3,105,18,136,148,0,3,6,0
2,23.338001,1,3,105,18,136,148,0,3,6,0
4,21.99,1,3,105,18,136,148,0,3,6,0
3,23.064999,1,3,105,18,136,148,0,3,6,0
0,23.2305,1,7,35,57,129,5,1,3,6,0
5,23.2305,1,7,35,57,129,5,1,3,6,0
1,23.2305,1,7,35,57,129,5,1,3,6,0
2,23.263,1,7,35,57,129,5,1,3,6,0
4,22.515,1,7,35,57,129,5,1,3,6,0
3,22.99,1,7,35,57,129,5,1,3,6,0
0,22.4805,1,29,65,2,42,141,2,3,6,0
5,22.4805,1,29,65,2,42,141,2,3,6,0
1,22.4805,1,29,65,2,42,141,2,3,6,0
2,22.513,1,29,65,2,42,141,2,3,6,0
4,21.939999,1,29,65,2,42,141,2,3,6,0
3,22.24,1,29,65,2,42,141,2,3,6,0
0,21.8305,1,47,30,76,12,157,3,3,6,0
5,21.8305,1,47,30,76,12,157,3,3,6,0
1,21.8305,1,47,30,76,12,157,3,3,6,0
2,21.863,1,47,30,76,12,157,3,3,6,0
4,21.09,1,47,30,76,12,157,3,3,6,0
3,21.59,1,47,30,76,12,157,3,3,6,0
2,21.838001,1,3,69,29,94,152,4,3,6,0
1,19.5805,0,27,109,52,6,153,5,3,6,0
2,22.113,1,5,48,61,11,13,0,4,6,2
2,23.688,1,43,24,13,12,317,1,4,6,2
2,24.987999,1,41,108,43,97,144,2,4,6,2
2,24.788,1,15,101,8,165,149,3,4,6,2
2,25.038,1,27,16,31,67,128,4,4,6,1
2,16.563,1,14,70,17,16,170,0,5,6,2
2,15.963,1,15,42,43,12,35,1,0,7,2
2,20.588001,1,29,85,57,98,102,2,0,7,2
2,23.588001,1,43,0,55,127,19,3,0,7,2
2,26.888,1,41,16,0,106,183,4,0,7,1
4,27.365,1,41,16,0,106,183,4,0,7,0
2,20.688,1,27,21,44,12,36,0,1,7,2
2,22.188,1,37,56,8,127,251,1,1,7,2
2,24.487999,1,12,65,18,98,125,2,1,7,2
2,23.813,1,21,39,36,138,14,3,1,7,2
2,26.613,1,0,67,72,29,160,4,1,7,1
2,20.088001,1,15,69,29,13,203,0,2,7,2
2,19.963001,1,23,19,10,61,18,1,2,7,2
2,16.413,1,24,55,56,93,49,2,2,7,2
2,13.913,1,42,101,18,64,223,3,2,7,2
2,13.438,1,0,105,8,17,16,4,2,7,1
2,15.038,1,29,76,1,17,318,0,3,7,2
2,16.988,1,28,93,18,62,13,1,3,7,2
2,17.138,1,41,47,63,41,113,2,3,7,2
2,16.713001,1,43,30,54,23,320,3,3,7,1
2,16.138,1,26,16,31,106,111,4,3,7,1
4,14.290001,0,12,12,44,130,176,4,3,7,1
2,18.613,1,19,24,13,17,27,0,4,7,0
